Chapter Name,Author,Date,Text,Replies
CROWN OF GLASS,-sunflowerperks,"Dec 17, 2018",Wtf this is amazing,1 Reply
CROWN OF GLASS,-sunflowerperks,"Dec 17, 2018",The Chronicles of Narnia is lowkey underrated,2 Replies
CROWN OF GLASS,itsseli,"Dec 07, 2018",Truth,Reply
CROWN OF GLASS,Yellowtowelz,"Dec 06, 2018",..sounds legit,Reply
CROWN OF GLASS,thesauceomellamacorn,"Dec 03, 2018",Sounds like my sort of thing,Reply
CROWN OF GLASS,lolingfordays,"Nov 30, 2018",I AM SO READY,Reply
CROWN OF GLASS,MahiraJane,"Nov 30, 2018",I'm going to change it into tea :)),1 Reply
CROWN OF GLASS,annitsmee,"Nov 29, 2018",This is what I have been waiting for ğŸ˜,1 Reply
CROWN OF GLASS,dIPLO_West,"Nov 28, 2018","How about sex, is dere any hot steamy sex, I hope some",2 Replies
CROWN OF GLASS,itsrennie,"Nov 25, 2018",i love you.,Reply
CROWN OF GLASS,itsrennie,"Nov 25, 2018",*sniffles* i actually cry every time sebastian is mentioned cuz the whole green eyes thing messed with my heartğŸ˜­ğŸ˜­,Reply
CROWN OF GLASS,Michael-Sorbello,"Nov 19, 2018",Some situations can lead us to do some pretty terrible things :p,1 Reply
CROWN OF GLASS,fakejuliet,"Nov 18, 2018",Salute,Reply
CROWN OF GLASS,AudenNyxOctavious,"Nov 16, 2018",I welcome you with open arms to wreck me,1 Reply
CROWN OF GLASS,AudenNyxOctavious,"Nov 16, 2018",Oh. My. God. This is gorgeous ğŸ˜,Reply
CROWN OF GLASS,vintagemisery26,"Nov 13, 2018",MALECCCCCCCC ISSSSSSSS LIFEEEEEEEEEE,Reply
CROWN OF GLASS,ROSESCOMEDOWN,"Nov 12, 2018",ALREADY screeching,1 Reply
CROWN OF GLASS,ROSESCOMEDOWN,"Nov 12, 2018",That's saying something,5 Replies
CROWN OF GLASS,iloojin,"Nov 09, 2018",The last paragraph really attract people attention and make them curious.,Reply
CROWN OF GLASS,iloojin,"Nov 09, 2018","Did you intentionally put the word ""The"" twice?",2 Replies
CROWN OF GLASS,iloojin,"Nov 09, 2018","Now, you caught my attention.",Reply
CROWN OF GLASS,iloojin,"Nov 09, 2018","I had hear the name of these series, however I have never watched any of those so to me, everything in this book will be considered as original and your own ideas (I can't compare or find similitude if I don't know what you are referring to).",Reply
CROWN OF GLASS,iloojin,"Nov 09, 2018","It's easy to see that you have worked hard on this book. It's deep, the idea was original and the summary was well written.   In the payment, you asked me to either read Queen of Death or this one, I gave a shot to the former but the idea wasn't as developed as this one (it's only my opinion).",Reply
CROWN OF GLASS,iloojin,"Nov 09, 2018","I like the quote, it's my first time seeing it",Reply
CROWN OF GLASS,Midnight_Phantom18,"Nov 08, 2018",Aww ğŸ˜˜,Reply
CROWN OF GLASS,Midnight_Phantom18,"Nov 08, 2018",â¤ blood to ink â¤ğŸ˜,Reply
CROWN OF GLASS,Midnight_Phantom18,"Nov 08, 2018",ğŸ˜ğŸ˜â¤,Reply
CROWN OF GLASS,Midnight_Phantom18,"Nov 08, 2018",True. . Who knows what the survivor did to survive. . .ğŸ˜•,Reply
CROWN OF GLASS,SaltyKpopTrash,"Nov 03, 2018",I love the mortal instruments. I was kinda expecting you to say Throne Of Glass too.,4 Replies
CROWN OF GLASS,gethandalahome,"Oct 28, 2018",ok ramsay,2 Replies
CROWN OF GLASS,gethandalahome,"Oct 28, 2018",iconic,1 Reply
CROWN OF GLASS,Armyizlife,"Oct 14, 2018",Girl I fell for you.,Reply
CROWN OF GLASS,Armyizlife,"Oct 14, 2018",Iâ€™m used to it.,Reply
CROWN OF GLASS,Armyizlife,"Oct 14, 2018",Youâ€™re welcome.,Reply
CROWN OF GLASS,Noodlehead_,"Oct 07, 2018",I had never though of it that way ... Lol,Reply
CROWN OF GLASS,Babybullshit_,"Oct 06, 2018",Wow amazing writing,Reply
CROWN OF GLASS,JeanMardox,"Oct 04, 2018",TMI is everything ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜,Reply
CROWN OF GLASS,llmattison,"Oct 03, 2018",@rubyruins #GraphicPrice Your skill of description and expansion is palpable and written very well. Even though you said you didn't take too much inspiration from the Greek Gods I can't help feel a reference to them. Like the warlord of the sea and salt (Neptune) and a God that lives under the bodies of the dead (Hades).  It's a very interesting first look at the book. I do sense youndo have a skill with poetry as well. You've got me hooked.,2 Replies
CROWN OF GLASS,bhluestar,"Oct 02, 2018",I'm ready! Let's gooo,1 Reply
CROWN OF GLASS,HammerholdTales,"Sep 30, 2018",I love the description of the death god with a heart of iron. It makes him feel cold and calculating.,Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018",Woah!,Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018",Each word written by you screams POWER,Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018","My, my... â¤â¤â¤",Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018",ğŸ˜‚ğŸ˜‚,Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018","Products of all the beautiful things in the world. Seriously, you write beautifully.",Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018",Wow!,Reply
CROWN OF GLASS,VolcanicDaisy,"Sep 27, 2018",Powerful,Reply
CROWN OF GLASS,_loverose,"Sep 20, 2018","I loved all these descriptions so much! Your words have a imaginative, beautiful ring to them and your sentences flow so well into another :)",Reply
CROWN OF GLASS,_loverose,"Sep 20, 2018",Ahhhh I'm getting goosebumps!,Reply
CROWN OF GLASS,_loverose,"Sep 20, 2018","I love the descriptions here, they're very poignant and vivid :)",Reply
CROWN OF GLASS,forevermykelle,"Sep 17, 2018",You have HELLHOUNDS!,Reply
CROWN OF GLASS,forevermykelle,"Sep 17, 2018",Amen,Reply
CROWN OF GLASS,-,"Sep 16, 2018",With all this aesthetic-ness and sweetness I think I am tooğŸ˜‚,Reply
CROWN OF GLASS,Obsessed_With_Book,"Sep 16, 2018",This book was inspired by my bae TMI??? thats all i needed to hear,Reply
CROWN OF GLASS,properthief,"Sep 16, 2018",SAME,Reply
CROWN OF GLASS,Drxwningindreams,"Sep 15, 2018",My favorite kind of story,Reply
CROWN OF GLASS,-,"Sep 13, 2018",THIS IS WHAT IM HERE FOR YASS,Reply
CROWN OF GLASS,stellardrone,"Sep 09, 2018","Wow, what a beautiful sentence! Did you made it yourself?  -dumb question, ikr-",Reply
CROWN OF GLASS,hazelwrites13,"Sep 09, 2018",YESS CONGRATS!,1 Reply
CROWN OF GLASS,properthief,"Sep 08, 2018",YES,1 Reply
CROWN OF GLASS,properthief,"Sep 08, 2018",Aww thanks,1 Reply
CROWN OF GLASS,kylalynnwrites,"Sep 07, 2018",ğŸ˜¢ğŸ’• oh my I'm so ready   FTR: Sept. 7 2018. 12:12am,1 Reply
CROWN OF GLASS,kylalynnwrites,"Sep 07, 2018",I'm ready to lose my hair,Reply
CROWN OF GLASS,jgsudkc,"Sep 07, 2018",Lol I love it,2 Replies
CROWN OF GLASS,MoonyChris,"Sep 04, 2018",Damn all of these awards...,Reply
CROWN OF GLASS,MoonyChris,"Sep 04, 2018",...,Reply
CROWN OF GLASS,MoonyChris,"Sep 04, 2018",ğŸ˜Š,Reply
CROWN OF GLASS,MoonyChris,"Sep 04, 2018",Thank you Rubyâ€™s mom!,Reply
CROWN OF GLASS,MoonyChris,"Sep 04, 2018",PINTEREST IS BAE!!!,Reply
CROWN OF GLASS,antisocially,"Sep 03, 2018",I love this,Reply
CROWN OF GLASS,lifeless_nerd,"Sep 02, 2018",I love it!,Reply
CROWN OF GLASS,inkflows,"Sep 02, 2018","Woah, deep",Reply
CROWN OF GLASS,inkflows,"Sep 02, 2018","Well damn, if you got these many goals, then this must be a really HIGH CLASS PROFESSIONAL and AMAZING book!  Congrats hun!",1 Reply
CROWN OF GLASS,Rowaelin_Whitethorn,"Sep 01, 2018",Who is your favourite ship from TMI?   My OTP is Clace. Other favourite ships are Sizzy and Malec.,Reply
CROWN OF GLASS,Rowaelin_Whitethorn,"Sep 01, 2018",I live for TMI,Reply
CROWN OF GLASS,twilightspeaks,"Sep 01, 2018",Congratulations! You deserve it!,Reply
CROWN OF GLASS,ValorAndVice,"Sep 01, 2018",I'M SO UPSET ABOUT M A R G A E R Y,Reply
CROWN OF GLASS,louvieres,"Sep 01, 2018","FOR NARNIAAAAA   God, I've read that entire series at least 4 times.   And I love TMI and GOT",Reply
CROWN OF GLASS,louvieres,"Sep 01, 2018","Margaery said this, omg. So many GOT feels",Reply
CROWN OF GLASS,stellardrone,"Aug 30, 2018","Wow! I love this idea, i'm a HUGE fan of you, and of greek mythology. That 'Epigraph' is -for me- really funny and aesthetic to read.  YOur writing is really good, even when I don't understand everything.  I'm really excited to read to read this!",1 Reply
CROWN OF GLASS,-,"Aug 29, 2018",Tristan.. Is that you?,Reply
CROWN OF GLASS,celestia-starlight,"Aug 20, 2018","Hi. So for my graphics request payment Iâ€™m gonna reread the first 5 chapters and enjoy the Endollon before everything went to hell.  And Iâ€™m going to cry over how oblivious everyone at this point is ;-; jealous yet not, wish I could go back to that ignorance but then I would never have known about... various things. Various exciting things.",Reply
CROWN OF GLASS,Elene2605,"Aug 18, 2018",ğŸ’œ,Reply
CROWN OF GLASS,-,"Aug 12, 2018",why is every sentence that comes from your mouth a purrrfect quote?,2 Replies
CROWN OF GLASS,-,"Aug 12, 2018",^.^ me,1 Reply
CROWN OF GLASS,Pennywithaney,"Aug 12, 2018","Still think this quote is the best! Canâ€™t remember the last time I read this book, but I canâ€™t wait to reread it! Itâ€™s been a while.",1 Reply
CROWN OF GLASS,amsamanthaaa,"Aug 11, 2018",I live for got n tmi aaaaa,Reply
CROWN OF GLASS,_canadianwoods,"Aug 10, 2018",ARE YOU ZEUS,Reply
CROWN OF GLASS,_canadianwoods,"Aug 10, 2018",maybe you can ask hades,Reply
CROWN OF GLASS,DarknessUnderShadows,"Aug 07, 2018",I liiiive for The Mortal Instruments!,1 Reply
CROWN OF GLASS,-,"Aug 01, 2018",Why is this so comforting to read,Reply
CROWN OF GLASS,skandalus,"Jul 31, 2018",By any chance do you read sarah j maas books?? I feel like you'd like them,1 Reply
CROWN OF GLASS,-,"Jul 28, 2018",Hey is this a poem that you wrote?,Reply
CROWN OF GLASS,aphroditye,"Jul 25, 2018","I love this so much, I just saw this quote on pinterest and was like wow - beautiful â¤",Reply
CROWN OF GLASS,primmee,"Jul 23, 2018",TMI,Reply
CROWN OF GLASS,solelysolange,"Jul 18, 2018",phew.,Reply
CROWN OF GLASS,solelysolange,"Jul 18, 2018",â¤,Reply
CROWN OF GLASS,Silver-Word,"Jul 17, 2018","God, this is so moving!",Reply
CROWN OF GLASS,BookwormCity15,"Jul 17, 2018",Ok I already know Iâ€™m going to finish this book,Reply
CROWN OF GLASS,PaintingTheRosesRed,"Jul 14, 2018",I am READY <3,Reply
CROWN OF GLASS,steamednoodlesss,"Jul 14, 2018",Yesh girl I know the feelingğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­you never feel like it's ready when in hindsight it's  perfect,Reply
CROWN OF GLASS,steamednoodlesss,"Jul 14, 2018",ğŸ’•ğŸ’•awwwww I feel special...i can't wait to read this bookğŸ˜‚,1 Reply
CROWN OF GLASS,steamednoodlesss,"Jul 14, 2018",Hmmmm good questionğŸ¤”ğŸ¤”,Reply
CROWN OF GLASS,Avery_Underwood,"Jul 13, 2018",Iâ€™m loving the introduction and your way of describing the book,1 Reply
CROWN OF GLASS,Seekeroflight,"Jul 11, 2018","Wow, the hair on my neck.",Reply
CROWN OF GLASS,Seekeroflight,"Jul 11, 2018",And I'll be there with you.,Reply
CROWN OF GLASS,Seekeroflight,"Jul 11, 2018",Thank you. I love you too,Reply
CROWN OF GLASS,Seekeroflight,"Jul 11, 2018","Well, me too.",Reply
CROWN OF GLASS,rikkard_lillian,"Jul 09, 2018",Congrats !!!,Reply
CROWN OF GLASS,yomnaameer,"Jul 08, 2018",maybe it is,Reply
CROWN OF GLASS,yomnaameer,"Jul 08, 2018",wow this is beautiful,Reply
CROWN OF GLASS,Xandra_Reyes,"Jul 07, 2018",I'm speechless this is the most amazing epigraph I've ever read,Reply
CROWN OF GLASS,twilightspeaks,"Jul 06, 2018","Damn, I usually don't read fantasy and that stuff, but this book has gotten me hooked! I'm starting to really appreciate Fantasy on here. (I only read Fanatsy books that are published such as Sarah j. Maas) but damn! This books plot has gotten me questioning about life. ğŸ˜‚ğŸ˜‚ All this twists!",9 Replies
CROWN OF GLASS,GoldenShandrie28029,"Jul 06, 2018",Okay fr.. I'm not a fan of fantasy books but damn.. This part got me hooked,1 Reply
CROWN OF GLASS,denxument,"Jul 05, 2018",WOAH I GOT GOOSEBUMPS,Reply
CROWN OF GLASS,denxument,"Jul 05, 2018",This comment may be offensive. Fuck yes I love dark Gods and Goddesses,Reply
CROWN OF GLASS,denxument,"Jul 05, 2018",OOOOH niceeeeeeeeeeeeeee,Reply
CROWN OF GLASS,denxument,"Jul 05, 2018",Yes to all of those tbh,Reply
CROWN OF GLASS,JustmeIguess__,"Jul 04, 2018",Aaaawwwww thank you,Reply
CROWN OF GLASS,gobliii8990By,"Jul 04, 2018",Yaaaaasssssss ğŸ’—ğŸ’—ğŸ’—,Reply
CROWN OF GLASS,BananaZurc,"Jul 03, 2018",Mortal Instruments and The Chronicles of Narnia ğŸ˜,Reply
CROWN OF GLASS,BananaZurc,"Jul 03, 2018",I love this quote ğŸ˜ Be the queen of queens ğŸ”¥,Reply
CROWN OF GLASS,dxriangray,"Jul 02, 2018",Yeah same tbh,Reply
CROWN OF GLASS,dxriangray,"Jul 02, 2018",First time I ever read this part I got CHILLS I WAS DYING,1 Reply
CROWN OF GLASS,dxriangray,"Jul 02, 2018",I can already tell they are all well deserved,Reply
CROWN OF GLASS,dxriangray,"Jul 02, 2018",This exact part is going to be the death of me,Reply
CROWN OF GLASS,dxriangray,"Jul 02, 2018","I dedicate my entire LIFE to we heart it, pinterest and tumblr tbh",Reply
CROWN OF GLASS,stelass,"Jul 02, 2018",the quote about broken hearts and broken necks sends shivers down my spine oml,Reply
CROWN OF GLASS,KaylaSilverOfficial,"Jun 20, 2018",I haven't watch game of thrones yet but I've watched NarniağŸ˜‚,Reply
CROWN OF GLASS,KaylaSilverOfficial,"Jun 20, 2018",XD,Reply
CROWN OF GLASS,KaylaSilverOfficial,"Jun 20, 2018",Yes!!,Reply
CROWN OF GLASS,KaylaSilverOfficial,"Jun 20, 2018",That's interesting...ğŸ˜,Reply
CROWN OF GLASS,olympuses,"Jun 20, 2018",Good god I am in love,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",Hmmm.  *sighs*  BEHEAD THIS MOTHERFUCKER,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",TF GIVING YOU THIRD PLACE?,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",Ah yes. Another AYE AYE DOWN HERE PLEASE.,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",ğŸ˜‚ğŸ˜‚ğŸ˜‚,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",ğŸ˜â¤ï¸ğŸ˜ğŸ˜‚ğŸ˜ğŸ˜‚,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",ğŸ˜ğŸ˜ğŸ˜,Reply
CROWN OF GLASS,chaotichearts-,"Jun 18, 2018",Ah. ONE TRUTHFUL POINT UP HERE. GIVE IT AN AYE AYE.,Reply
CROWN OF GLASS,nippleglitter,"Jun 14, 2018",This comment may be offensive. GoT is the shit i love it so much omg,1 Reply
CROWN OF GLASS,nippleglitter,"Jun 14, 2018",:) yes,1 Reply
CROWN OF GLASS,boimccall,"Jun 14, 2018",yessssssssssssssss,Reply
CROWN OF GLASS,boimccall,"Jun 14, 2018",oh hELL,Reply
CROWN OF GLASS,boimccall,"Jun 14, 2018",iM JUST HYPE TBFH,Reply
CROWN OF GLASS,toosober,"Jun 08, 2018",Iâ€™m so superstitious this line made me nervous the Greek gods r gonna get u,2 Replies
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018","yes, that seems logical",Reply
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018","Wow, so many goals, congrats!",Reply
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018","Break my heart, yes, SMASH IT TO PIECES!",Reply
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018",<3 <3 <3,Reply
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018",Moms are the best,Reply
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018","Best dedication ever, you're welcome <3",1 Reply
CROWN OF GLASS,ayanna-was-here,"Jun 08, 2018",Game of Thrones!?,1 Reply
CROWN OF GLASS,wishuponabutterfly,"May 30, 2018","WoWZa! This is soooo kick butt! The mood, it hits spot on. If only I could write like that. This style of writing is probably the most artistic.",1 Reply
CROWN OF GLASS,CookiesnCream133,"May 29, 2018","This comment may be offensive. Mood, that shit is too good",1 Reply
CROWN OF GLASS,kaloned,"May 21, 2018",my weakness,Reply
CROWN OF GLASS,kaloned,"May 21, 2018",iconic,Reply
CROWN OF GLASS,kaloned,"May 21, 2018",s t u n n i n g,Reply
CROWN OF GLASS,godavariflowsby,"May 11, 2018",Bloody rereading this the way I should read my textbooks.,2 Replies
CROWN OF GLASS,godavariflowsby,"May 11, 2018",And we have Edwina incarnate here acting careless and classy. This'll get you in trouble. ğŸ˜‚,2 Replies
CROWN OF GLASS,lowkeyloki__,"May 08, 2018",God-Killer vibe STRONGG,1 Reply
CROWN OF GLASS,lowkeyloki__,"May 08, 2018",You're the only one who has me in their heart aahhh â¤,1 Reply
CROWN OF GLASS,diikless,"May 05, 2018",The mortal instruments ğŸ˜©â¤ï¸â¤ï¸â¤ï¸,1 Reply
CROWN OF GLASS,freckledtears,"May 04, 2018",i like this one,Reply
CROWN OF GLASS,freckledtears,"May 04, 2018","damn, they must be real vicious devils, then  i'm in.",Reply
CROWN OF GLASS,kierstenlillis,"May 01, 2018",This sentence is delicious. You've hooked me. I'm pumped to read this story!,1 Reply
CROWN OF GLASS,katniponbroadway,"Apr 29, 2018","How do you kill a guy? -Hades, Hercules",1 Reply
CROWN OF GLASS,emeralddevil56,"Apr 26, 2018",This is going to sound really stupid but how did you get the line under foreword and the star above it,2 Replies
CROWN OF GLASS,Phorkedel,"Apr 24, 2018",These are the things I came for!,Reply
CROWN OF GLASS,twilight_shadows,"Apr 21, 2018",Deep stuff,Reply
CROWN OF GLASS,twilight_shadows,"Apr 21, 2018",Narniaâ¤,Reply
CROWN OF GLASS,twilight_shadows,"Apr 21, 2018",AwwwğŸ˜­ and dedication though,Reply
CROWN OF GLASS,twilight_shadows,"Apr 21, 2018",ğŸ˜,Reply
CROWN OF GLASS,In-ter-lude,"Apr 21, 2018", #bbn,Reply
CROWN OF GLASS,deathplants,"Apr 11, 2018",OMG HOW IN THE FRICK DO YOU WRITE SO WELL,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",Yess,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",Motivator,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",This comment may be offensive. Mood that shit is addictive,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",Aah yes please,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",Ye is welcome,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",Omg I love,Reply
CROWN OF GLASS,nipslipss,"Apr 04, 2018",Fuk yea,Reply
CROWN OF GLASS,Dreamer1852,"Mar 31, 2018",This already sounds so intense........I'm sooooo excited to read ahead.....,Reply
CROWN OF GLASS,Rowaelin_Whitethorn,"Mar 26, 2018",Percy you want to come here to talk to your father and you know tell him that you are going to propose to Annabeth in a really cute and romantic way,1 Reply
CROWN OF GLASS,kiwiwhore,"Mar 23, 2018",Shook,Reply
CROWN OF GLASS,kiwiwhore,"Mar 23, 2018",I love greek mythology,Reply
CROWN OF GLASS,kiwiwhore,"Mar 23, 2018",awe,Reply
CROWN OF GLASS,kiwiwhore,"Mar 23, 2018",beautiful,Reply
CROWN OF GLASS,kiwiwhore,"Mar 23, 2018",I'm hooked already,Reply
CROWN OF GLASS,PluckThatPeach,"Mar 21, 2018",WHY ARE MY VOTES DISAPPEARING! F U WP,Reply
CROWN OF GLASS,AndIOopwhat,"Mar 14, 2018",Wow :/ ready for this,1 Reply
CROWN OF GLASS,iIyiad,"Mar 07, 2018",same,Reply
CROWN OF GLASS,NYPHTHOS,"Feb 28, 2018",too soon  Ramsay is offended,1 Reply
CROWN OF GLASS,-,"Feb 21, 2018",Awwwww,Reply
CROWN OF GLASS,NotSoLovableLily,"Feb 19, 2018",Author-Chan is so sweet. Iâ€™m already in loooveeeee (with this book). BINGE READINGGGGGG,Reply
CROWN OF GLASS,Kumqhuat,"Feb 14, 2018",Damn now Iâ€™m scared.,Reply
CROWN OF GLASS,Kumqhuat,"Feb 14, 2018",Icons.,Reply
CROWN OF GLASS,Kumqhuat,"Feb 14, 2018","My favorite type of books, Iâ€™m ready.",Reply
CROWN OF GLASS,Lavender_Eyes03,"Feb 05, 2018","*shaves my head in advance* Way ahead of ya :p  I'm a tough nut to crack Bet you I wouldn't cry  *walks away like a boss and trip on my shoe lace* .... ....  .... ...is it raining from my eyes again?  :"")",1 Reply
CROWN OF GLASS,Lavender_Eyes03,"Feb 05, 2018",*steps to the front of the crowd* Ex-squeeze me while I shuffle my fat azz in your heart  Lol,1 Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",AHHH IM OBSESSED,Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",GOT SHIVERS AND CHILLS I LEGIT CANT EVEN,1 Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",YAS,Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",Bring it lol,1 Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",Im in,Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",Perfect ğŸ‘Œ,Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",FR ğŸ˜‚,Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",Slay,Reply
CROWN OF GLASS,acentrix,"Feb 01, 2018",ğŸ˜ğŸ˜ğŸ˜,Reply
CROWN OF GLASS,hippoprimpo,"Jan 29, 2018",margaery my queen,1 Reply
CROWN OF GLASS,Mardais,"Jan 27, 2018",I have never been this shooketh before,Reply
CROWN OF GLASS,Mardais,"Jan 27, 2018","Hahahaha... Oh, I love how you enjoy watching people suffer #low-key_me",1 Reply
CROWN OF GLASS,Mardais,"Jan 27, 2018","I literally had to start over this book, but I don't mind because I get to relive every moment from the start.  And I love it all over agajn â™¥",1 Reply
CROWN OF GLASS,casejwhite,"Jan 24, 2018",Game of thrones... oh no that's never a good sign ğŸ˜‚ğŸ˜‚. Is it bad it makes me want to read it even more now lol,1 Reply
CROWN OF GLASS,-musings,"Jan 23, 2018",my favorites ever honestly,1 Reply
CROWN OF GLASS,-musings,"Jan 23, 2018",IM SO EXCITED ALREADY,Reply
CROWN OF GLASS,-musings,"Jan 23, 2018",lmao same,1 Reply
CROWN OF GLASS,aphotiicsouls,"Jan 20, 2018",ğŸ˜,Reply
CROWN OF GLASS,chaotichearts-,"Jan 16, 2018",Tristan,Reply
CROWN OF GLASS,chaotichearts-,"Jan 16, 2018",Eric,Reply
CROWN OF GLASS,chaotichearts-,"Jan 16, 2018",Drusilla,Reply
CROWN OF GLASS,chaotichearts-,"Jan 16, 2018",Edwina,1 Reply
CROWN OF GLASS,varsityreadingteam,"Jan 16, 2018",Yesssssss,Reply
CROWN OF GLASS,HighClassGothTrash,"Jan 12, 2018",*Fourth,Reply
CROWN OF GLASS,HighClassGothTrash,"Jan 12, 2018","This comment may be offensive. Take my FUCKING heart right now author. I've been in watttpad for 5 years now, seen many good books like hollow ball and fourt protector, this is one of my favourite.",2 Replies
CROWN OF GLASS,-,"Jan 10, 2018",Sounds like someone I know who begins with a j and ends with asmine,Reply
CROWN OF GLASS,J3551CAsW0RLD,"Jan 10, 2018",Your a fÃ»Ã§kÄ«Ã±g Goddess this book hasnâ€™t even started yet and Iâ€™m already shook,1 Reply
CROWN OF GLASS,B00kw0rm17,"Jan 09, 2018",Your very welcomeeeee,Reply
CROWN OF GLASS,B00kw0rm17,"Jan 09, 2018",Ngawwwwww. Feels,Reply
CROWN OF GLASS,B00kw0rm17,"Jan 09, 2018",I get the feeling I love this story already,1 Reply
CROWN OF GLASS,B00kw0rm17,"Jan 09, 2018",Your the best authorğŸ˜ğŸ’–,1 Reply
CROWN OF GLASS,ghoulbitch,"Jan 08, 2018",me,Reply
CROWN OF GLASS,chocolateaddict17,"Jan 07, 2018",amazeballs,1 Reply
CROWN OF GLASS,chocolateaddict17,"Jan 07, 2018","shookening, this seems interesting.",1 Reply
CROWN OF GLASS,BlueHearted_Rose,"Jan 07, 2018",I LOVE THIS QUOTE,1 Reply
CROWN OF GLASS,BlueHearted_Rose,"Jan 07, 2018",My kinda man ğŸ˜‰ğŸ˜ğŸ˜‚,2 Replies
